"Authors","Author full names","Author(s) ID","Title","Year","Source title","Link","Abstract","Author Keywords","Index Keywords"
"BERGMANN D.R.","BERGMANN, DENIS R. (57214514091)","57214514091","AGRICULTURAL ECONOMICS IN FRANCE","1960","Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979186613&doi=10.1111%2fj.1477-9552.1960.tb01662.x&partnerID=40&md5=fc84400fe50b7be7067c5fa1f868738a","[No abstract available]","",""
"Tolley G.S.","Tolley, G.S. (36715564100)","36715564100","Discussion: Principles of economic policy, consistent and inconsistent: economics of our present farm price support policy","1963","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960552564&doi=10.2307%2f1235984&partnerID=40&md5=369be26e54ff7be8ec31801daf227516","[No abstract available]","",""
"Ciriacy-Wantrup S.V.","Ciriacy-Wantrup, S.V. (24598506900)","24598506900","Projections of water requirements in the economics of water policy","1961","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960579046&doi=10.2307%2f1235779&partnerID=40&md5=e9ffdf865c6e9312d1d3f96f88fb0c0d","[No abstract available]","",""
"CLARK C.","CLARK, COLIN (57213539188)","57213539188","AGRICULTURAL ECONOMICS–THE FURTHER HORIZON","1962","Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979187870&doi=10.1111%2fj.1477-9552.1962.tb01711.x&partnerID=40&md5=c6658e0eb50065a58c0ae81419c7b3f6","[No abstract available]","",""
"","","","Some Important Developments in the Field of Agricultural Economics","1963","Agrekon","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952391108&doi=10.1080%2f03031853.1963.9524643&partnerID=40&md5=f2a8220964820dd42065a8b5798faa16","[No abstract available]","",""
"BLAXTER K.L.","BLAXTER, K.L. (7004632640)","7004632640","ECONOMICS AND ANIMAL HUSBANDRY","1961","Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979192786&doi=10.1111%2fj.1477-9552.1961.tb01694.x&partnerID=40&md5=78ec06badcb015df147433fe164156ad","[No abstract available]","",""
"Uys D.C.H.","Uys, D.C.H. (56994694600)","56994694600","Foreword by the honourable mr. d.c.h. uys, minister of agricultural economics and marketing","1962","Agrekon","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953009455&doi=10.1080%2f03031853.1962.9524582&partnerID=40&md5=020a459deb7cf47752927b189b74cb23","[No abstract available]","",""
"Young R.A.; Yager C.A.","Young, Ralph A. (57188779616); Yager, Charles A. (57188772259)","57188779616; 57188772259","The economics of “bills preferably”","1960","Quarterly Journal of Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962999473&doi=10.2307%2f1883055&partnerID=40&md5=364e5bef063de8d422fd41c8f2ef88b1","Scope of paper, 341. — Any open market policy hinges on a well-performing government securities market, 342. — How the market facilitates monetary policy, 351. — Why monetary policy prefers short-term securities, 358. — Open market operations for other objectives, 363. — Concluding observations, 371. Copyright, 1960 by the President and Fellows of Harvard College. © 1960, Oxford University Press. All rights reserved.","",""
"Hathaway D.E.","Hathaway, Dale E. (57101233700)","57101233700","The implications of changes in the economy for work in agricultural economics","1962","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960568868&doi=10.2307%2f1236060&partnerID=40&md5=b13d2718d52b59e8a7aef3bf810aa99c","[No abstract available]","",""
"Hamilton D.","Hamilton, David (7402857883)","7402857883","Why Is Institutional Economics Not Institutional?","1962","American Journal of Economics and Sociology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980065404&doi=10.1111%2fj.1536-7150.1962.tb00852.x&partnerID=40&md5=33b73a062108ad4a73081e1db16f927d","[No abstract available]","",""
"Allin B.W.","Allin, Bushrod W. (56944711900)","56944711900","Relevant farm economics","1961","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911496100&doi=10.1093%2fajae%2f43.5.1007&partnerID=40&md5=e3063bdabfc21679f195c43976cc14f7","[No abstract available]","",""
"Arkin M.","Arkin, Marcus (57190093923)","57190093923","Introduction to Economics","1961","South African Journal of Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977287242&doi=10.1111%2fj.1813-6982.1961.tb02406.x&partnerID=40&md5=c9c77b9546d729df2187a2931c6249b2","[No abstract available]","",""
"Snodgrass M.M.","Snodgrass, Milton M. (26631270600)","26631270600","Placement of agricultural economics b.s. graduates","1961","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960606043&doi=10.2307%2f1236028&partnerID=40&md5=118fba56dbbbb7650dc64f8981ab31e9","[No abstract available]","",""
"HAVILAND W.E.","HAVILAND, WILLIAM E. (57166340200)","57166340200","THE CANADIAN AGRICULTURAL ECONOMICS SOCIETY AND THE NEXT FIFTEEN YEARS","1960","Canadian Journal of Agricultural Economics/Revue canadienne d'agroeconomie","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977699392&doi=10.1111%2fj.1744-7976.1960.tb03959.x&partnerID=40&md5=d8ba1e9f2e6fda06a41b06d13b0059c8","[No abstract available]","",""
"Spitze R.G.F.","Spitze, R.G.F. (6506441597)","6506441597","Agricultural economics teaching and our domestic problems","1962","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960598352&doi=10.2307%2f1236072&partnerID=40&md5=e50ebf9323bdb67e3c518c09046d2d3c","[No abstract available]","",""
"Mitchell B.","Mitchell, Broadus (57190145317)","57190145317","The Cabalistic Trend in Economics","1962","American Journal of Economics and Sociology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980056087&doi=10.1111%2fj.1536-7150.1962.tb00856.x&partnerID=40&md5=4c679c0507c5e4651cc028129dbbda6b","[No abstract available]","",""
"","","","Reviews","1963","The Economic History Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979182363&doi=10.1111%2fj.1468-0289.1963.tb02253.x&partnerID=40&md5=a2a89921bd6a237580842929a12f915c","Book reviewed in this article: GREAT BRITAIN MARY LOBEL (Ed.). The Victoria History of the County of Oxford SUSAN REYNOLDS (Ed.). The Victoria History of the County of Middlesex SIR GEOFFREY DUVEEN and H. G. STRIDE. The History of the Gold Sovereign F. T. WAINWRIGHT (Ed.). The Northern Isles. Studies in History and Archaeology T. J. HUNT (Ed.). The Medieval Customs of the Manors of Taunton and Bradford onTone ROBERT L. BAKER. The English Customs Service, 1307–1343. A Study of Medieval Administration A. R. BRIDBURY. Economic Growth: England in the Later Middle Ages HENRY S. COBB (Ed.). The Local Port Book of Southampton, 1439–40 W. K. JORDAN. The Social Institutions of Lancashire. A Study of the changing Patterns of Aspirations in Lancashire, 1480–1660 ALAN SIMPSON. The Wealth of the Gentry, 1540–1660 G. D. RAMSAY (Ed.). John Isham. Mercer and Merchant Adventurer. Two account Books of a London Merchant in the Reign of Elizabeth I CONRAD GILL. Merchants and Manners of the 18th Century R. D. MERRIMAN (Ed.). Queen Anne's Navy: Documents concerning the Administration of the Navy of Queen Anne, 1702–1714 M. E. OGBURN. Equitable Assurances. The Story of Life Assurance in the Experience of the Equitable Life Assurance Society, ij62‐ig62 DORA MAE CLARK. The Rise of the British Treasury  Publications of the Thoresby Society  J. H. SMITH. The Gordon's Mill Farming Club, 1758–1764 PETER MATHIAS. English Trade Tokens: the Industrial Revolution Illustrated C. HADFIELD and J. NORRIS. Waterways to Stratford A. R. B. HALDANE. New Ways through the Glens J. B. HARLEY. Christopher Greenwood, County Map‐maker, and his Worcestershire map of B. A. CORRY. Money, Saving and Investment in English Economics, 1800–1850 E. M. SIGSWORTH. Black Dyke Mills. A History. With Introductory Chapters on the Development of the Worsted Industry in the Nineteenth Century FORD K. BROWN. Fathers ofthe Victorians, the Age ofWilberforce P. G. HALL. The Industries of London Since RALPH DAVIS. Twenty‐One and a Half Bishop Lane: A history of J. H. Fenner & Co. Ltd., i86i‐ig6i A. MARSHALL. Principles of Economics ALAN T. PEACOCK and JACK WISEMAN. The Growth of Public Expenditure in the United Kingdom W. ASHWORTH. An Economic History of England: i8jo‐ig%g SIDNEY POLLARD. The Development of the British Economy, rgi4‐1950 ALAN R. GRIFFIN. The Miners of Nottinghamshire, igi4‐1944 MAURICE BRUCE. The Coming of the Welfare State ASA BRIGGS. The History of Broadcasting in the United Kingdom F. W. PAISH. Studies in an Inflationary Economy DUANE MEYER. The Highland Scots of North Carolina, 1732–1776 CURTIS P. NETTELS. The Emergence of a National Economy, 1775–1815 E. JAMES FERGUSON. The Power of the Purse: A History of American Public Finance, iyj6‐ijgo WILLIAM LETWIN. American Economic Policy since 1789. A Documentary History NATHAN MILLER. The Enterprise of a Free People: Aspects of Economic Development in New York State During the Canal Period, 1792–1838 CARTER GOODRICH, JULIUS RUBIN, H.JEROME CRANMER, and HARVEY H. SEGAL. Canals and American Economic Development MURRAY N. ROTHBARD. The Panic of i8ig, Reactions and Policies C. K. YEARLEY, Jr. Enterprise and Anthracite: Economics and Democracy in Schuylkill County, 1820–18 JULIUS RUBIN. Canal or Railroad? Imitation and Innovation in the Response to the Erie Canal in Philadelphia, Baltimore and Boston JOHN F. STOVER. American Railroads ANGUS JAMES JOHNSTON II. Virginia Railroads in the Civil War STANLEY BARON. Brewed in America SIMON KUZNETS. Capital in the American Economy: Its Formation and Financing JOHN W. KENDRICK. Productivity Trends in the United States VICTOR R. FUGHS. Changes in the Location of Manufacturing in the United States Since ig2g A. E. HOLMANS. United States Fiscal Policy 1945–1959. Its Contribution to National Stability SPAIN (Edited by E. Giralt‐Raventos) JAIME CARRERA PUJAL. La economia de Cataluna en el siglo XIX  Aragon. Cuatro ensayos:  MAXIMIANO GARCIA VENERO. Historia de los Movimientos Sindicalistas Espanoles (1840‐1933) ANTONI JUTGLAR. L'era industrial a Espanya LUIS ALFONSO MARTINEZ CAGHERO. Alvaro Florez Estrada, su vida, su obra politico y sus ideas economicas RAMON TAMAMES. Estructura economica de Espana RAMON TAMAMES. La lucha contra los monopolios J. MUNOZ PEREZ & J. BENITO ARRANZ. Guia bibliogrdfica para una geogrqfia agraria de Espana A. MATILLA TASCON & J. PRIETO PLAZA (Eds.). Censo de la riqueza territorial e industrial de Espana en el ano de iygg, formado de orden superior Ma DEL CARMEN VILLANUEVA RICO (Ed.). Habices de las mezquitas de la ciudad de Granada y sus alquerias GENERAL E. J. DIJKSTERHUIS (trs. C. DIKSHOORN). The Mechanisation of the World Picture G. BAER. A history of land ownership in modern Egypt, 1800–1950 MARGARET KIDDLE. Men of Yesterday. A Social History of the Western District of Victoria 1834–1890 KEITH SINCLAIR and W. F. MANDLE. Open Account: A History of the Bank of Mew South Wales in New Zealand 1861–1961. DANIEL THORNER and ALICE THORNER. Land and Labour in India ABRAM BERGSON. The Real National Income of Soviet Russia since ITALY (Edited by C. M. Cipolla) DOMENIGO SELLA. Commercio e induslrie di Venezia nel secolo XVII  Aspetti e cause delta decadenza economica veneziana nel secolo XVII  GIULIO GUDERZO. Vie e mezzi di comunicazione in Piemonte dal 1831 al 1861. I servizi di posta PIER LUIGI GHISLENI. Le coltivazioni e la tecnica agricola in Piemonte dal 1831 al GIUSEPPE FELLONI. Popolazione e sviluppo economico della Liguria nel secolo XIX ROSARIO VILLARI (Ed.). II Sud nella storia d'Italia. Antologia della questione meridionale JEAN BOUVIER. Le Credit Lyonnais de 1863 a 1882. Les armies de formation d'une banque de depots ANDRE ARMENGAUD. Les populations de VEst‐Aquitain au debut de Vepoque contemporaine. Recherches sur une region moins developpee [vers 1845‐vers 1871) PIERRE BARRAL. Le departement de VIsere sous la Troisieme Republique, 1870–1940. Histoire sociale el politique GUY P. PALMADE. Capitalisme et Capitalistes frangais au XIXe Steele Copyright © 1963, Wiley Blackwell. All rights reserved","",""
"Robinson R.","Robinson, Romney (56991224200)","56991224200","The economics of disequilibrium price","1961","Quarterly Journal of Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963053660&doi=10.2307%2f1884199&partnerID=40&md5=908c5b09e6a7506f1766d574087422f1","I. Introduction, 199. — II. Market-determined and code-established prices, 201. — III. The market-determined price in pure oligopoly, 202. — IV. The code-established price in pure oligopoly, 205. — V. Price discrimination, 208. — VI. Differentiated oligopoly, 210. — VII. The demand curve as an analytic concept, 212. — VIII. Code-established prices in pure competition, 215. — IX. The indeterminacy of purely market-determined pricing, 218. — X. Monopolistic conspiracy versus cutthroat competition, 220. — XI. The shapes of demand and cost curves, 222. — XII. Excess capacity, 226. — XIII. The structure of the code-established price, 228. — XIV. Behavior codes, 230. — XV. Conclusion, 232. Copyright, 1961, by the President and Fellows of Harvard College. © 1961, Oxford University Press. All rights reserved.","",""
"Botha D.J.J.","Botha, D.J.J. (16544997800)","16544997800","An Introduction to Mathematics for Students of Economics.","1961","South African Journal of Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977293919&doi=10.1111%2fj.1813-6982.1961.tb02371.x&partnerID=40&md5=6f8654b53525319fa50fd99618084dd5","[No abstract available]","",""
"Ciriacy-Wantrup S.V.","Ciriacy-Wantrup, S.V. (24598506900)","24598506900","Water quality, a problem for the economist","1961","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963082599&doi=10.2307%2f1235561&partnerID=40&md5=6f292186d257870bab599ed760e43892","IT IS with some diffidence that I approach a problem area which, with respect to private and public investment and to effective public policies, is one of the most significant underdeveloped areas in the economics of natural resources. This is true no less domestically than abroad. In the terminology of my assignment, this is the area of managing the quality of natural resources or, for short, the problem of quality management. I prefer this broader concept to the more usual term ""pollution control."". © 1961, Oxford University Press. All rights reserved.","",""
"WRIGHT P.A.","WRIGHT, P.A. (57190148351)","57190148351","SURVEY OF CURRENT AGRICULTURAL ECONOMICS COURSES IN CANADIAN AGRICULTURAL COLLEGES","1959","Canadian Journal of Agricultural Economics/Revue canadienne d'agroeconomie","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977690033&doi=10.1111%2fj.1744-7976.1959.tb03945.x&partnerID=40&md5=cad0db3b1bb61bc78bf6ecb3bf0b4dab","[No abstract available]","",""
"Stigler G.","Stigler, George (23081413600)","23081413600","The politics of political economists","1959","Quarterly Journal of Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-23344454481&doi=10.2307%2f1884301&partnerID=40&md5=ebc5d3612d3582ea7d0269bdb24ca80d","I. What is a conservative? 523. — II. The influence of the study of economics upon policy views, 524. — III. The cause of professional conservatism, 528. — IV. The scientific effects of conservatism, 530. — V. Concluding remarks, 532. © 1959, by the President and Fellows of Harvard College.","",""
"LONG W.H.","LONG, W. HARWOOD (57190330727)","57190330727","TEACHING AGRICULTURAL ECONOMICS AT UNIVERSITY LEVEL","1956","Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979182352&doi=10.1111%2fj.1477-9552.1956.tb02288.x&partnerID=40&md5=76f505fc544c1fd18bc7567f8e15cb28","[No abstract available]","",""
"Blosser R.H.","Blosser, R.H. (57165927700)","57165927700","Economics of restoring the productive capacity of a run-down dairy farm","1956","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960596566&doi=10.2307%2f1234467&partnerID=40&md5=e3139266b03dcbcb2a962d01989b4e99","[No abstract available]","",""
"George K.D.","George, K.D. (36506273900)","36506273900","The economics of nuclear and conventional coal- fired stations in the United Kingdom","1960","Oxford Economic Papers","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957175383&doi=10.1093%2foxfordjournals.oep.a040849&partnerID=40&md5=4145b317cd45a51461bf18aa60794955","[No abstract available]","",""
"Reder M.W.","Reder, M.W. (57225236652)","57225236652","THEORETICAL WELFARE ECONOMICS: A COMMENT","1958","Kyklos","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979312826&doi=10.1111%2fj.1467-6435.1958.tb00249.x&partnerID=40&md5=ce1f576f69b0a73f06bc4d086f8940c8","[No abstract available]","",""
"Keirstead B.S.","Keirstead, B.S. (16541612300)","16541612300","PROFESSOR SHACKLE ON TIME IN ECONOMICS (1)","1959","Metroeconomica","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980127999&doi=10.1111%2fj.1467-999X.1959.tb00261.x&partnerID=40&md5=c15ad891e2118f7f195628c944f55e2c","[No abstract available]","",""
"Rotwein E.","Rotwein, Eugene (57188776547)","57188776547","On “the methodology of positive economics”","1959","Quarterly Journal of Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872066315&doi=10.2307%2f1884303&partnerID=40&md5=735c1d9d8c757b9fca20a52fa03a7465","I. Introduction, 554. — II. Friedman's main thesis evaluated, 556. — III. Other aspects of Friedman's argument considered, 564. — IV. Conclusion, 570. © 1959, by the President and Fellows of Harvard College.","",""
"Hoffman A.C.","Hoffman, A.C. (57216139379)","57216139379","Changing competition in the food trade","1959","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963099590&doi=10.2307%2f1235260&partnerID=40&md5=724dd4ba25b45405d74cfa11d15d0848","THE matter of competition has always seemed to me a very involved one, with ramification running considerably beyond what is usually thought of as the field of economics. Moreover, I have never felt that the concepts and working tools of classical and neo-classical economics were altogether adequate either to the understanding or the measurement of competition. This inadequacy, I think, stems mainly from regarding competition as an abstraction unto itself, or as something apart from the social and economic institutions which condition it. So I shall ask your indulgence to roam around a bit before getting directly down to the subject in hand. © 1959, Oxford University Press. All rights reserved.","",""
"WEBSTER A.B.","WEBSTER, A.B. (57190333768)","57190333768","PLANTING DENSITY AND THE ECONOMICS OF LATE FLOWERING CHRYSANTHEMUM PRODUCTION","1958","Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979192449&doi=10.1111%2fj.1477-9552.1958.tb01637.x&partnerID=40&md5=d35942632c83630666a436bbaa92b67f","[No abstract available]","",""
"Williams M.S.","Williams, Moyle S. (57165015600)","57165015600","Discussion: The role of production economics in the problem of agricultural adjustment","1957","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960567317&doi=10.2307%2f1234696&partnerID=40&md5=941bfa34cb392fbf8476917cdf50418c","[No abstract available]","",""
"Parsons K.H.","Parsons, Kenneth H. (57165502800)","57165502800","U.s. training for foreign students in agricultural economics","1957","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650624665&doi=10.2307%2f1234140&partnerID=40&md5=de7bf6d6fe3fd9fa31c0fedd864557ee","[No abstract available]","",""
"HEADY E.O.","HEADY, EARL O. (7004341300)","7004341300","INTEGRATION OF PHYSICAL SCIENCES AND AGRICULTURAL ECONOMICS","1956","Canadian Journal of Agricultural Economics/Revue canadienne d'agroeconomie","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977698716&doi=10.1111%2fj.1744-7976.1956.tb01057.x&partnerID=40&md5=ab4a08e80ced2fffb1e780be080f9080","[No abstract available]","",""
"Fox K.A.","Fox, Karl A. (8947594200)","8947594200","The current state of agricultural economics: Methods and potentials in agricultural economics research","1959","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960602921&doi=10.2307%2f1235227&partnerID=40&md5=2fd058f67fc460d663450e40a1a68076","[No abstract available]","",""
"Nicholls W.","Nicholls, William (57165894200)","57165894200","Higher education and agricultural economics: A critical appraisal","1960","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960583240&doi=10.2307%2f1235649&partnerID=40&md5=32041352bc98c213a568c2626ebcbf1c","[No abstract available]","",""
"Kohls R.L.","Kohls, R.L. (57154038600)","57154038600","Goals of undergraduate instruction in agricultural economics","1959","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960610706&doi=10.2307%2f1235290&partnerID=40&md5=d21e8709431412d2b970e5ef13010099","[No abstract available]","",""
"BOULDING K.E.","BOULDING, K.E. (57195288219)","57195288219","THE PARSONIAN APPROACH TO ECONOMICS","1957","Kyklos","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248983531&doi=10.1111%2fj.1467-6435.1957.tb00241.x&partnerID=40&md5=61368ef2e1c4a345d1dcbc383145c6f8","[No abstract available]","",""
"Kaliski S.F.","Kaliski, S.F. (57190461539)","57190461539","Extraneous Estimates and Goodness of Fit: a Problem in Empirical Economics","1960","The Manchester School","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038716985&doi=10.1111%2fj.1467-9957.1960.tb00032.x&partnerID=40&md5=2d79bf91140783412fc29b1bfa5060d0","[No abstract available]","",""
"Gabor A.","Gabor, André (56959424900)","56959424900","The place of money capital in the theory of production","1958","Quarterly Journal of Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963049662&doi=10.2307%2f1884335&partnerID=40&md5=e4bf8f73e7869a458a743b78fb02291f","I. Outline of the problem of capital and of the need to reconcile its treatment by Austrian and neoclassical theorists, as also to establish a link between economics and accountancy practice, 537. — II. Introduction to the concept of the money capital requirement function and the criteria of profit rate maximization, 540. — III. Synthesis of divergent theories by full development of a new generalized money capital requirement function, 544. — IV. Comparison of the results here obtained with those of neoclassical theory, 555. — V. Summary, 557. “Capital is not in the technical sense just another factor juxtaposited with the primary factors, but rather a new dimension on each of the primary factors.” (Ragnar Frisch.) Copyright, 1958, by the President and Fellows of Harvard College. © 1958, Oxford University Press. All rights reserved.","",""
"LLOYD E.M.H.","LLOYD, E.M.H. (57165525800)","57165525800","SOME THOUGHTS ON AGRICULTURAL POLICY","1957","Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979189680&doi=10.1111%2fj.1477-9552.1957.tb00436.x&partnerID=40&md5=c914144848590102fb7c90344faca92d","Summary.  In conclusion may I summarise the main points of my paper? 1. During the ten years since the war there has been no repetition of the “Great Betrayal” that occurred after the First World War. On the contrary there has been an unparalleled expansion of output, first to meet the world food shortage and secondly to ease the strain on the balance of payments. 2. The time has now come to concentrate on reduction of inputs rather than on further increase of output—in particular to reduce the labour and resources, both home produced and imported, now devoted to the production of wheat, milk, pigs and eggs. 3. The strategic argument for maximurn food production in peace is examined and found wanting. 4. Post‐war world food shortages have been replaced by growing sufficiency. In the case of wheat the problem is how to dispose of a surplus in the four main exporting countries recently amounting to nearly for 1 years' world exports. 5. Study of trends in world food and population suggests that there is a long‐term tendency for food production to increase slightly faster than population growth. Products of peasant agriculture and family farms, much of which is sold for cash rather than for profit, tend to exchange on unfavourable terms with manufactures. The case for protection and subsidies thus rests on fear of competition of cheap imported food rather than on the likelihood of growing food shortage. 7. Agriculture can help to improve the balance of payments (1) by the use of less imported feed and fuel, (2) by less expenditure on goods that could be exported (e.g. machinery and fertilisers), and (3) by release of labour and resource: which could be put to more economic use in reducing imports (e.g. of coal) or in expanding exports. 8. Output of milk, pigs and eggs has been over‐stimulated. A lower level of guaranteed prices can be justified on three grounds: (1) that supplies of all three products are more than sufficient; (2) that they involve a drain on the balance of payments through excessive imports of feed; and (3) that they involve excessive subsidies, which contribute to inflationary pressures. 9. Too much wheat is being grown at excessive cost on marginal land. Owing to higher yields two million tons could probably be grown economically, on a smaller acreage than pre‐war, without any subsidy. 10. To focus discussion and illustrate the long‐term objectives proposed, a tentative pattern of production for 1960/61 is given in Table 1, together with a hypothetical calculation of aggregate farm sales, expenses and net income in Table 2. 11. Economy of labour, involving continued migration of farm workers and small farmers into industry, is both the corollary and the condition of higher net output and incomes per head in agriculture. 12. If the goal of a more competitive agriculture is to be realised, economic aid to small farmers will be needed, partly to finance amalgamation and re‐equipment of holdings, and partly to compensate those who are willing, or forced by economic circumstances, to vacate their farms. Statutory supervision and dispossession under Part II of the Agriculture Act should be abandoned, if maximum production per acre is no longer required in the national interest. The N.A.A.S. should be expanded and given wider responsibilities in the administration of economic aid for small farmers. Pilot farms, as in Holland, should be developed. More regional surveys, like the Mid‐Wales Investigation, should be set on foot. 13. There is no general shortage of capital for farming on present lines. Some extra capital is needed for increase of efficiency and productivity; but the amount required will not be excessive, if we are not aiming at increased gross output or maximum production per acre. 14. Technical efficiency is needed as a means to economic efficiency, which implies ability to compete with imported products. 15. Progress towards greater efficiency in marketing will be achieved by more competition and voluntary co‐operation, not by more statutory Marketing Boards. The Marketing Acts should be repealed or amended. One final word. I hope nothing I have said, or left unsaid, will lead anyone to suppose that I claim to speak with authority or special knowledge. I think we are all conscious that we lack a lot of relevant data which no one has got, and we are all a bit puzzled about what should or is likely to come next. This is what makes agricultural economics so lively and fascinating a study. In any case I am only too anxious to learn from my audience—be they farmers, economists or civil servants—what they think should be the next instalment of a long‐term policy for agriculture. I am sure many of their thoughts will be very different from mine. Copyright © 1957, Wiley Blackwell. All rights reserved","",""
"Monrad C.C.","Monrad, Carl C. (56952822000)","56952822000","Chemical Process Economics","1959","Engineering Economist","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946644948&doi=10.1080%2f001379X5808546915&partnerID=40&md5=7010975742786584943727df8d71e6aa","Although written primarily with application to the chemical process industries, this book is essentially a general treatment of engineering economy and should be of interest to all engineers concerned with project evaluations. The principal emphasis is on the determination of the profitability of new installations, or modifications of existing ones. Relatively little consideration is given to the detailed methods for estimating project costs or to general economics of the chemical industry. © 1959 Taylor & Francis Group, LLC.","",""
"Jasphy I.M.","Jasphy, Irving M. (56953120400)","56953120400","Appraising the Economics of Electronic Computers","1958","Engineering Economist","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946657488&doi=10.1080%2f0013791X.1958.10131814&partnerID=40&md5=5ae495d16782f4489d25f579bb302b2b","[No abstract available]","",""
"Clower R.","Clower, Robert (36843232900)","36843232900","Keynes and the classics: A dynamical perspective","1960","Quarterly Journal of Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0010050224&doi=10.2307%2f1884256&partnerID=40&md5=1e9b3e631e2f4179b25ac10d5b461006","Although it is possible to draw various purely technical distinctions between modern and pre-Keynesian economics, it is mainly with respect to matters of intellectual orientation that the two are strikingly different. Many and diverse reasons have been advanced to explain why this should be so, most of them plausible, all of them fairly elaborate. The purpose of this note is to add an element of unity and simplicity to these explanations by suggesting a straight-forward dynamical interpretation of the foundations of Keynesian and classical thought. © 1960, by the President and Fellows of Harvard College.","",""
"Brownlee O.H.","Brownlee, O.H. (57166698500)","57166698500","Some recent developments in economic theory and their significance for agricultural economics","1958","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963056871&doi=10.2307%2f1234972&partnerID=40&md5=74f642e0533aab4fafddad8374551025","YOUR CHAIRMAN has asked me to present what I have interpreted to be a brief survey of recent developments in economic theory. Unless one is ignorant or believes that little recently developed theory is useful, to present such a survey in 30 or 40 minutes is a large order. Books have been devoted to covering only a part of the area. Consequently, my remarks may prove somewhat superficial to those of you who are familiar with some of the fields and too brief to be informative for those who are unfamiliar with the areas I will attempt to describe. In trying to avoid this danger, I'll restrict my comments to a few developments. My documentation of the things I shall discuss is very incomplete, and if I fail to identify particular developments with particular individuals or to list all of the important works in the areas I shall discuss, such failure is without malice. © 1958, Oxford University Press. All rights reserved.","",""
"","","","MILK MARKETING BOARD AWARDS FOR STUDY AND RESEARCH IN AGRICULTURAL ECONOMICS","1956","Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979191127&doi=10.1111%2fj.1477-9552.1956.tb02289.x&partnerID=40&md5=38382fceb8ada6d242e8a843315f65ee","[No abstract available]","",""
"Wiseman J.","Wiseman, J. (36508135400)","36508135400","THE ECONOMICS OF EDUCATION","1959","Scottish Journal of Political Economy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892223057&doi=10.1111%2fj.1467-9485.1959.tb00099.x&partnerID=40&md5=a7b7e3ab5264e189fdcf6f2a0d7848ec","[No abstract available]","",""
